global_cycle, cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward
95, 3, 1, 99, 0, 1, 1, 0.99, 289, 72.25
96, 4, 1, 99, 1, 1, 1, 0.99, 388, 77.6
97, 5, 1, 90, 2, 1, 1, 0.99, 478, 79.6667
98, 6, 1, 0, 1, -1, -1, -1, 478, 79.6667
99, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
100, 2, 0, 99, 2, 1, 1, 0.99, 199, 66.3333
101, 3, 0, 130, 1, -1, -1, -1, 329, 109.667
102, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
103, 2, 0, 90, 2, 1, 1, 0.99, 190, 63.3333
104, 3, 0, 90, 2, 1, 1, 0.99, 280, 70
105, 4, 0, 90, 1, 1, 1, 0.99, 370, 74
106, 5, 1, 99, 3, 1, 1, 0.99, 469, 78.1667
107, 6, 1, 90, 0, 1, 1, 0.99, 559, 79.8571
108, 7, 1, 99, 3, 1, 1, 0.99, 658, 82.25
109, 8, 1, 0, 1, -1, -1, -1, 658, 82.25
110, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
111, 2, 0, 99, 1, 1, 1, 0.99, 199, 66.3333
112, 3, 0, 90, 3, 1, 1, 0.99, 289, 72.25
113, 4, 0, 0, 1, -1, -1, -1, 289, 72.25
114, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
115, 2, 0, 99, 2, 1, 1, 0.99, 199, 66.3333
116, 3, 0, 130, 1, -1, -1, -1, 329, 109.667
117, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
118, 2, 0, 99, 0, 1, 1, 0.99, 199, 66.3333
119, 3, 0, 90, 2, 1, 1, 0.99, 289, 72.25
120, 4, 0, 0, 1, -1, -1, -1, 289, 72.25
121, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
122, 2, 0, 90, 1, 1, 1, 0.99, 190, 63.3333
123, 3, 2, 99, 0, 1, 1, 0.99, 289, 72.25
124, 4, 2, 99, 2, 1, 1, 0.99, 388, 77.6
125, 5, 2, 130, 1, -1, -1, -1, 518, 103.6
126, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
127, 2, 0, 90, 0, 1, 1, 0.99, 190, 63.3333
128, 3, 0, 99, 1, 1, 1, 0.99, 289, 72.25
129, 4, 0, 90, 0, 1, 1, 0.99, 379, 75.8
130, 5, 0, 90, 1, 1, 1, 0.99, 469, 78.1667
131, 6, 0, 90, 0, 1, 1, 0.99, 559, 79.8571
132, 7, 0, 90, 1, 1, 1, 0.99, 649, 81.125
133, 8, 0, 90, 1, 1, 1, 0.99, 739, 82.1111
134, 9, 0, 90, 2, 1, 1, 0.99, 829, 82.9
135, 10, 0, 130, 1, -1, -1, -1, 959, 95.9
136, 1, 0, 100, 3, 1, 1, 0.99, 100, 50
137, 2, 0, 90, 0, 1, 1, 0.99, 190, 63.3333
138, 3, 0, 99, 2, 1, 1, 0.99, 289, 72.25
139, 4, 0, 0, 1, -1, -1, -1, 289, 72.25
140, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
141, 2, 0, 90, 2, 1, 1, 0.99, 190, 63.3333
142, 3, 0, 90, 0, 1, 1, 0.99, 280, 70
143, 4, 0, 99, 1, 1, 1, 0.99, 379, 75.8
144, 5, 0, 90, 3, 1, 1, 0.99, 469, 78.1667
145, 6, 0, 130, 1, -1, -1, -1, 599, 99.8333
146, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
147, 2, 0, 99, 2, 1, 1, 0.99, 199, 66.3333
148, 3, 0, 130, 1, -1, -1, -1, 329, 109.667
149, 1, 0, 100, 1, 1, 1, 0.99, 100, 50
150, 2, 1, 99, 2, 1, 1, 0.99, 199, 66.3333
151, 3, 1, 90, 0, 1, 1, 0.99, 289, 72.25
152, 4, 1, 99, 3, 1, 1, 0.99, 388, 77.6
153, 5, 1, 0, 1, -1, -1, -1, 388, 77.6
154, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
155, 2, 0, 90, 0, 1, 1, 0.99, 190, 63.3333
156, 3, 0, 99, 1, 1, 1, 0.99, 289, 72.25
157, 4, 0, 90, 2, 1, 1, 0.99, 379, 75.8
158, 5, 0, 130, 1, -1, -1, -1, 509, 101.8
159, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
160, 2, 0, 90, 3, 1, 1, 0.99, 190, 63.3333
161, 3, 0, 90, 0, 1, 1, 0.99, 280, 70
162, 4, 0, 99, 0, 1, 1, 0.99, 379, 75.8
163, 5, 0, 90, 3, 1, 1, 0.99, 469, 78.1667
164, 6, 0, 0, 1, -1, -1, -1, 469, 78.1667
165, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
166, 2, 0, 90, 2, 1, 1, 0.99, 190, 63.3333
167, 3, 0, 90, 3, 1, 1, 0.99, 280, 70
168, 4, 0, 90, 1, 1, 1, 0.99, 370, 74
169, 5, 2, 99, 1, 1, 1, 0.99, 469, 78.1667
170, 6, 2, 99, 2, 1, 1, 0.99, 568, 81.1429
171, 7, 2, 90, 0, 1, 1, 0.99, 658, 82.25
172, 8, 2, 99, 2, 1, 1, 0.99, 757, 84.1111
173, 9, 2, 130, 1, -1, -1, -1, 887, 98.5556
174, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
175, 2, 0, 90, 0, 1, 1, 0.99, 190, 63.3333
176, 3, 0, 99, 2, 1, 1, 0.99, 289, 72.25
177, 4, 0, 0, 1, -1, -1, -1, 289, 72.25
178, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
179, 2, 0, 90, 2, 1, 1, 0.99, 190, 63.3333
180, 3, 0, 90, 1, 1, 1, 0.99, 280, 70
181, 4, 2, 99, 0, 1, 1, 0.99, 379, 75.8
182, 5, 2, 99, 3, 1, 1, 0.99, 478, 79.6667
183, 6, 2, 0, 1, -1, -1, -1, 478, 79.6667
184, 1, 0, 100, 1, 1, 0, 0.99, 100, 50
185, 2, 2, 99, 0, 1, 1, 0.99, 199, 66.3333
186, 3, 2, 99, 2, 1, 1, 0.99, 298, 74.5
187, 4, 2, 130, 1, -1, -1, -1, 428, 107
188, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
189, 2, 0, 90, 0, 1, 1, 0.99, 190, 63.3333
190, 3, 0, 99, 0, 1, 1, 0.99, 289, 72.25
191, 4, 0, 90, 0, 1, 1, 0.99, 379, 75.8
192, 5, 0, 90, 3, 1, 1, 0.99, 469, 78.1667
193, 6, 0, 130, 1, -1, -1, -1, 599, 99.8333
194, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
195, 2, 0, 99, 0, 1, 1, 0.99, 199, 66.3333
196, 3, 0, 90, 1, 1, 1, 0.99, 289, 72.25
197, 4, 0, 90, 2, 1, 1, 0.99, 379, 75.8
198, 5, 0, 0, 1, -1, -1, -1, 379, 75.8
199, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
200, 2, 0, 90, 0, 1, 1, 0.99, 190, 63.3333
201, 3, 0, 99, 0, 1, 1, 0.99, 289, 72.25
202, 4, 0, 90, 3, 1, 1, 0.99, 379, 75.8
203, 5, 0, 130, 1, -1, -1, -1, 509, 101.8
204, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
205, 2, 0, 99, 0, 1, 1, 0.99, 199, 66.3333
206, 3, 0, 90, 1, 1, 1, 0.99, 289, 72.25
207, 4, 0, 90, 1, 1, 1, 0.99, 379, 75.8
208, 5, 0, 90, 2, 1, 1, 0.99, 469, 78.1667
209, 6, 0, 130, 1, -1, -1, -1, 599, 99.8333
210, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
211, 2, 0, 90, 0, 1, 1, 0.99, 190, 63.3333
212, 3, 0, 99, 3, 1, 1, 0.99, 289, 72.25
213, 4, 0, 130, 1, -1, -1, -1, 419, 104.75
214, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
215, 2, 0, 99, 2, 1, 1, 0.99, 199, 66.3333
216, 3, 0, 130, 1, -1, -1, -1, 329, 109.667
217, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
