global_cycle, cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward, end of game
0, 1, 0, 3, 7, 1, 1, 0.999, 3, 1.5, 0
1, 2, 24576, 3, 5, 1, 1, 0.998489, 6, 2, 0
2, 3, 25608, 3, 3, 1, 1, 0.997978, 9, 2.25, 0
3, 4, 25704, 3, 5, 1, 1, 0.997468, 12, 2.4, 0
4, 5, 25704, 0, 5, 1, 1, 0.996958, 12, 2, 0
5, 6, 25704, 0, 5, 1, 1, 0.996448, 12, 1.71429, 0
6, 7, 25704, 0, 6, 1, 1, 0.995938, 12, 1.5, 0
7, 8, 25704, 0, 7, 1, 1, 0.995429, 12, 1.33333, 0
8, 9, 25704, 0, 8, 1, 1, 0.99492, 12, 1.2, 0
9, 10, 91242, 1, 6, 1, 1, 0.994411, 13, 1.18182, 1
10, 1, 0, 3, 8, 1, 1, 0.993902, 16, 1.33333, 0
11, 2, 65544, 3, 1, 1, 1, 0.993394, 19, 1.46154, 0
12, 3, 65544, 0, 5, 1, 1, 0.992886, 19, 1.35714, 0
13, 4, 99336, 3, 3, 1, 1, 0.992378, 22, 1.46667, 0
14, 5, 99912, 1, 1, 1, 1, 0.991871, 23, 1.4375, 1
15, 1, 0, 3, 4, 1, 1, 0.991363, 26, 1.52941, 0
16, 2, 33024, 3, 0, 1, 1, 0.990856, 29, 1.61111, 0
17, 3, 33153, 3, 5, 1, 1, 0.99035, 32, 1.68421, 0
18, 4, 34209, 3, 2, 1, 1, 0.989843, 35, 1.75, 0
19, 5, 34209, 0, 3, 1, 1, 0.989337, 35, 1.66667, 0
20, 6, 34209, 0, 1, 1, 1, 0.988831, 35, 1.59091, 0
21, 7, 42405, 3, 8, 1, 1, 0.988325, 38, 1.65217, 0
22, 8, 107941, 5, 5, 1, 1, 0.98782, 43, 1.79167, 1
23, 1, 0, 3, 4, 1, 1, 0.987314, 46, 1.84, 0
24, 2, 258, 3, 0, 1, 1, 0.986809, 49, 1.88462, 0
25, 3, 258, 0, 6, 1, 1, 0.986305, 49, 1.81481, 0
26, 4, 4386, 3, 7, 1, 1, 0.9858, 52, 1.85714, 0
27, 5, 151842, 3, 2, 1, 1, 0.985296, 55, 1.89655, 0
28, 6, 151842, 0, 0, 1, 1, 0.984792, 55, 1.83333, 0
29, 7, 151842, 0, 0, 1, 1, 0.984289, 55, 1.77419, 0
30, 8, 151842, 0, 6, 1, 1, 0.983785, 55, 1.71875, 0
31, 9, 151842, 0, 5, 1, 1, 0.983282, 55, 1.66667, 0
32, 10, 152994, 3, 7, 1, 1, 0.982779, 58, 1.70588, 0
33, 11, 152994, 0, 6, 1, 1, 0.982276, 58, 1.65714, 0
