cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward
18294, 10, 0, 2, 1, 1, 0.999, 262, 3.74286
18295, 10, 0, 3, 1, 1, 0.999, 262, 3.69014
18296, 8, 9, 1, 1, 1, 0.999, 271, 3.76389
18297, 10, 9, 0, 1, 1, 0.999, 280, 3.83562
18298, 10, 0, 1, 1, 1, 0.999, 280, 3.78378
18299, 12, 9, 3, 1, 1, 0.999, 289, 3.85333
18300, 10, 9, 0, 1, 1, 0.999, 298, 3.92105
18301, 10, 0, 1, 1, 1, 0.999, 298, 3.87013
18302, 12, 9, 3, 1, 1, 0.999, 307, 3.9359
18303, 10, 9, 3, 1, 1, 0.999, 316, 4
18304, 8, 9, 0, 1, 1, 0.999, 325, 4.0625
18305, 8, 0, 1, 1, 1, 0.999, 325, 4.01235
18306, 10, 9, 1, 1, 1, 0.999, 334, 4.07317
18307, 12, 9, 3, 1, 1, 0.999, 343, 4.13253
18308, 10, 9, 2, 1, 1, 0.999, 352, 4.19048
18309, 10, 0, 2, 1, 1, 0.999, 352, 4.14118
18310, 10, 0, 0, 1, 1, 0.999, 352, 4.09302
18311, 10, 0, 3, 1, 1, 0.999, 352, 4.04598
18312, 8, 9, 2, 1, 1, 0.999, 361, 4.10227
18313, 5, 9, 3, 1, 1, 0.999, 370, 4.1573
18314, 5, 0, 0, 1, 1, 0.999, 370, 4.11111
18315, 8, 9, 3, 1, 1, 0.999, 379, 4.16484
18316, 10, 9, 0, 1, 1, 0.999, 388, 4.21739
18317, 10, 0, 0, 1, 1, 0.999, 388, 4.17204
18318, 10, 0, 1, 1, 1, 0.999, 388, 4.12766
18319, 8, 9, 0, 1, 1, 0.999, 397, 4.17895
18320, 8, 0, 2, 1, 1, 0.999, 397, 4.13542
18321, 5, 9, 2, 1, 1, 0.999, 406, 4.18557
18322, 7, 20, 1, -1, -1, -1, 426, 4.39175
18323, 10, 10, 1, 1, 1, 0.999, 10, 5
18324, 8, 9, 1, 1, 1, 0.999, 19, 6.33333
18325, 10, 9, 3, 1, 1, 0.999, 28, 7
18326, 8, 9, 3, 1, 1, 0.999, 37, 7.4
18327, 10, 9, 1, 1, 1, 0.999, 46, 7.66667
18328, 8, 9, 1, 1, 1, 0.999, 55, 7.85714
18329, 10, 9, 3, 1, 1, 0.999, 64, 8
18330, 8, 9, 0, 1, 1, 0.999, 73, 8.11111
18331, 8, 0, 3, 1, 1, 0.999, 73, 7.3
18332, 10, 9, 3, 1, 1, 0.999, 82, 7.45455
18333, 9, 9, 0, 1, 1, 0.999, 91, 7.58333
18334, 9, 0, 3, 1, 1, 0.999, 91, 7
18335, 9, 0, 3, 1, 1, 0.999, 91, 6.5
18336, 9, 0, 3, 1, 1, 0.999, 91, 6.06667
18337, 9, 0, 0, 1, 1, 0.999, 91, 5.6875
18338, 9, 0, 0, 1, 1, 0.999, 91, 5.35294
18339, 9, 0, 3, 1, 1, 0.999, 91, 5.05556
18340, 9, 0, 0, 1, 1, 0.999, 91, 4.78947
18341, 9, 0, 2, 1, 1, 0.999, 91, 4.55
18342, 5, 9, 2, 1, 1, 0.999, 100, 4.7619
18343, 7, 9, 3, 1, 1, 0.999, 109, 4.95455
18344, 7, 0, 3, 1, 1, 0.999, 109, 4.73913
18345, 7, 0, 0, 1, 1, 0.999, 109, 4.54167
18346, 5, 9, 1, 1, 1, 0.999, 118, 4.72
18347, 5, 0, 3, 1, 1, 0.999, 118, 4.53846
18348, 5, 0, 3, 1, 1, 0.999, 118, 4.37037
18349, 5, 0, 0, 1, 1, 0.999, 118, 4.21429
18350, 9, 9, 0, 1, 1, 0.999, 127, 4.37931
18351, 9, 0, 2, 1, 1, 0.999, 127, 4.23333
18352, 5, 9, 1, 1, 1, 0.999, 136, 4.3871
18353, 5, 0, 1, 1, 1, 0.999, 136, 4.25
18354, 5, 0, 0, 1, 1, 0.999, 136, 4.12121
18355, 9, 9, 0, 1, 1, 0.999, 145, 4.26471
18356, 9, 0, 3, 1, 1, 0.999, 145, 4.14286
18357, 9, 0, 1, 1, 1, 0.999, 145, 4.02778
18358, 10, 9, 1, 1, 1, 0.999, 154, 4.16216
18359, 8, 9, 1, 1, 1, 0.999, 163, 4.28947
18360, 10, 9, 2, 1, 1, 0.999, 172, 4.41026
18361, 10, 0, 0, 1, 1, 0.999, 172, 4.3
18362, 10, 0, 1, 1, 1, 0.999, 172, 4.19512
18363, 12, 9, 3, 1, 1, 0.999, 181, 4.30952
18364, 10, 9, 2, 1, 1, 0.999, 190, 4.4186
18365, 10, 0, 3, 1, 1, 0.999, 190, 4.31818
18366, 8, 9, 0, 1, 1, 0.999, 199, 4.42222
18367, 8, 0, 2, 1, 1, 0.999, 199, 4.32609
18368, 5, 9, 1, 1, 1, 0.999, 208, 4.42553
18369, 5, 0, 3, 1, 1, 0.999, 208, 4.33333
18370, 5, 0, 0, 1, 1, 0.999, 208, 4.2449
18371, 8, 9, 2, 1, 1, 0.999, 217, 4.34
18372, 5, 9, 1, 1, 1, 0.999, 226, 4.43137
18373, 5, 0, 1, 1, 1, 0.999, 226, 4.34615
18374, 5, 0, 3, 1, 1, 0.999, 226, 4.26415
18375, 5, 0, 0, 1, 1, 0.999, 226, 4.18519
18376, 8, 9, 0, 1, 1, 0.999, 235, 4.27273
18377, 8, 0, 0, 1, 1, 0.999, 235, 4.19643
18378, 8, 0, 0, 1, 1, 0.999, 235, 4.12281
18379, 8, 0, 2, 1, 1, 0.999, 235, 4.05172
18380, 5, 9, 0, 1, 1, 0.999, 244, 4.13559
18381, 8, 9, 1, 1, 1, 0.999, 253, 4.21667
18382, 10, 9, 3, 1, 1, 0.999, 262, 4.29508
18383, 8, 9, 1, 1, 1, 0.999, 271, 4.37097
18384, 10, 9, 3, 1, 1, 0.999, 280, 4.44444
18385, 8, 9, 2, 1, 1, 0.999, 289, 4.51562
18386, 5, 9, 0, 1, 1, 0.999, 298, 4.58462
18387, 8, 9, 3, 1, 1, 0.999, 307, 4.65152
18388, 10, 9, 0, 1, 1, 0.999, 316, 4.71642
18389, 10, 0, 1, 1, 1, 0.999, 316, 4.64706
18390, 8, 9, 3, 1, 1, 0.999, 325, 4.71014
18391, 10, 9, 1, 1, 1, 0.999, 334, 4.77143
18392, 8, 9, 1, 1, 1, 0.999, 343, 4.83099
18393, 10, 9, 1, 1, 1, 0.999, 352, 4.88889
18394, 12, 9, 1, 1, 1, 0.999, 361, 4.94521
18395, 12, 0, 0, 1, 1, 0.999, 361, 4.87838
18396, 12, 0, 1, 1, 1, 0.999, 361, 4.81333
18397, 12, 0, 1, 1, 1, 0.999, 361, 4.75
18398, 12, 0, 1, 1, 1, 0.999, 361, 4.68831
18399, 12, 0, 1, 1, 1, 0.999, 361, 4.62821
18400, 12, 0, 0, 1, 1, 0.999, 361, 4.56962
18401, 12, 0, 0, 1, 1, 0.999, 361, 4.5125
18402, 12, 0, 3, 1, 1, 0.999, 361, 4.45679
18403, 10, 9, 2, 1, 1, 0.999, 370, 4.5122
18404, 10, 0, 0, 1, 1, 0.999, 370, 4.45783
18405, 10, 0, 3, 1, 1, 0.999, 370, 4.40476
18406, 8, 9, 0, 1, 1, 0.999, 379, 4.45882
18407, 8, 0, 3, 1, 1, 0.999, 379, 4.40698
18408, 10, 9, 1, 1, 1, 0.999, 388, 4.45977
18409, 8, 9, 3, 1, 1, 0.999, 397, 4.51136
18410, 10, 9, 0, 1, 1, 0.999, 406, 4.5618
18411, 10, 0, 0, 1, 1, 0.999, 406, 4.51111
18412, 10, 0, 1, 1, 1, 0.999, 406, 4.46154
18413, 8, 9, 2, 1, 1, 0.999, 415, 4.51087
18414, 5, 9, 1, 1, 1, 0.999, 424, 4.55914
18415, 5, 0, 3, 1, 1, 0.999, 424, 4.51064
18416, 5, 0, 2, 1, 1, 0.999, 424, 4.46316
18417, 7, 20, 1, -1, -1, -1, 444, 4.67368
18418, 10, 10, 1, 1, 1, 0.999, 10, 5
18419, 8, 9, 3, 1, 1, 0.999, 19, 6.33333
18420, 10, 9, 1, 1, 1, 0.999, 28, 7
18421, 8, 9, 3, 1, 1, 0.999, 37, 7.4
18422, 10, 9, 3, 1, 1, 0.999, 46, 7.66667
18423, 9, 9, 0, 1, 1, 0.999, 55, 7.85714
18424, 9, 0, 2, 1, 1, 0.999, 55, 6.875
18425, 5, 9, 3, 1, 1, 0.999, 64, 7.11111
18426, 5, 0, 0, 1, 1, 0.999, 64, 6.4
18427, 9, 9, 1, 1, 1, 0.999, 73, 6.63636
18428, 10, 9, 1, 1, 1, 0.999, 82, 6.83333
18429, 8, 9, 3, 1, 1, 0.999, 91, 7
18430, 10, 9, 0, 1, 1, 0.999, 100, 7.14286
18431, 10, 0, 2, 1, 1, 0.999, 100, 6.66667
18432, 10, 0, 1, 1, 1, 0.999, 100, 6.25
18433, 8, 9, 0, 1, 1, 0.999, 109, 6.41176
18434, 8, 0, 2, 1, 1, 0.999, 109, 6.05556
18435, 5, 9, 2, 1, 1, 0.999, 118, 6.21053
18436, 7, 20, 1, -1, -1, -1, 138, 7.26316
18437, 10, 10, 3, 1, 1, 0.999, 10, 5
18438, 9, 9, 3, 1, 1, 0.999, 19, 6.33333
18439, 9, 0, 2, 1, 1, 0.999, 19, 4.75
18440, 5, 9, 0, 1, 1, 0.999, 28, 5.6
18441, 9, 9, 0, 1, 1, 0.999, 37, 6.16667
18442, 9, 0, 1, 1, 1, 0.999, 37, 5.28571
18443, 10, 9, 0, 1, 1, 0.999, 46, 5.75
18444, 10, 0, 2, 1, 1, 0.999, 46, 5.11111
18445, 10, 0, 0, 1, 1, 0.999, 46, 4.6
18446, 10, 0, 1, 1, 1, 0.999, 46, 4.18182
18447, 8, 9, 1, 1, 1, 0.999, 55, 4.58333
18448, 10, 9, 1, 1, 1, 0.999, 64, 4.92308
18449, 12, 9, 0, 1, 1, 0.999, 73, 5.21429
18450, 12, 0, 0, 1, 1, 0.999, 73, 4.86667
18451, 12, 0, 0, 1, 1, 0.999, 73, 4.5625
18452, 12, 0, 1, 1, 1, 0.999, 73, 4.29412
18453, 12, 0, 1, 1, 1, 0.999, 73, 4.05556
18454, 12, 0, 1, 1, 1, 0.999, 73, 3.84211
18455, 12, 0, 3, 1, 1, 0.999, 73, 3.65
18456, 10, 9, 3, 1, 1, 0.999, 82, 3.90476
18457, 8, 9, 2, 1, 1, 0.999, 91, 4.13636
18458, 5, 9, 0, 1, 1, 0.999, 100, 4.34783
18459, 8, 9, 3, 1, 1, 0.999, 109, 4.54167
18460, 10, 9, 3, 1, 1, 0.999, 118, 4.72
18461, 9, 9, 3, 1, 1, 0.999, 127, 4.88462
18462, 9, 0, 0, 1, 1, 0.999, 127, 4.7037
18463, 9, 0, 0, 1, 1, 0.999, 127, 4.53571
18464, 9, 0, 2, 1, 1, 0.999, 127, 4.37931
18465, 5, 9, 2, 1, 1, 0.999, 136, 4.53333
18466, 7, 9, 2, 1, 1, 0.999, 145, 4.67742
18467, 7, 0, 2, 1, 1, 0.999, 145, 4.53125
18468, 7, 0, 2, 1, 1, 0.999, 145, 4.39394
18469, 7, 0, 3, 1, 1, 0.999, 145, 4.26471
18470, 7, 0, 2, 1, 1, 0.999, 145, 4.14286
18471, 7, 0, 2, 1, 1, 0.999, 145, 4.02778
18472, 7, 0, 1, 1, 1, 0.999, 145, 3.91892
18473, 7, 0, 1, 1, 1, 0.999, 145, 3.81579
18474, 7, 0, 2, 1, 1, 0.999, 145, 3.71795
18475, 7, 0, 0, 1, 1, 0.999, 145, 3.625
18476, 5, 9, 0, 1, 1, 0.999, 154, 3.7561
18477, 9, 9, 2, 1, 1, 0.999, 163, 3.88095
18478, 5, 9, 0, 1, 1, 0.999, 172, 4
18479, 9, 9, 2, 1, 1, 0.999, 181, 4.11364
18480, 5, 9, 2, 1, 1, 0.999, 190, 4.22222
18481, 7, 9, 2, 1, 1, 0.999, 199, 4.32609
18482, 7, 0, 3, 1, 1, 0.999, 199, 4.23404
18483, 7, 0, 3, 1, 1, 0.999, 199, 4.14583
18484, 7, 0, 3, 1, 1, 0.999, 199, 4.06122
18485, 7, 0, 2, 1, 1, 0.999, 199, 3.98
18486, 7, 0, 0, 1, 1, 0.999, 199, 3.90196
18487, 5, 9, 2, 1, 1, 0.999, 208, 4
18488, 7, 9, 0, 1, 1, 0.999, 217, 4.09434
18489, 5, 9, 3, 1, 1, 0.999, 226, 4.18519
18490, 5, 0, 0, 1, 1, 0.999, 226, 4.10909
18491, 9, 9, 3, 1, 1, 0.999, 235, 4.19643
18492, 9, 0, 0, 1, 1, 0.999, 235, 4.12281
18493, 9, 0, 0, 1, 1, 0.999, 235, 4.05172
18494, 9, 0, 3, 1, 1, 0.999, 235, 3.98305
18495, 9, 0, 3, 1, 1, 0.999, 235, 3.91667
18496, 9, 0, 3, 1, 1, 0.999, 235, 3.85246
18497, 9, 0, 1, 1, 1, 0.999, 235, 3.79032
18498, 10, 9, 1, 1, 1, 0.999, 244, 3.87302
18499, 8, 9, 0, 1, 1, 0.999, 253, 3.95312
18500, 8, 0, 2, 1, 1, 0.999, 253, 3.89231
18501, 5, 9, 1, 1, 1, 0.999, 262, 3.9697
18502, 5, 0, 2, 1, 1, 0.999, 262, 3.91045
18503, 7, 20, 1, -1, -1, -1, 282, 4.20896
18504, 10, 10, 0, 1, 1, 0.999, 10, 5
18505, 10, 0, 3, 1, 1, 0.999, 10, 3.33333
18506, 9, 9, 0, 1, 1, 0.999, 19, 4.75
18507, 9, 0, 3, 1, 1, 0.999, 19, 3.8
18508, 9, 0, 3, 1, 1, 0.999, 19, 3.16667
18509, 9, 0, 1, 1, 1, 0.999, 19, 2.71429
18510, 10, 9, 0, 1, 1, 0.999, 28, 3.5
18511, 10, 0, 2, 1, 1, 0.999, 28, 3.11111
18512, 10, 0, 2, 1, 1, 0.999, 28, 2.8
18513, 10, 0, 1, 1, 1, 0.999, 28, 2.54545
18514, 8, 9, 3, 1, 1, 0.999, 37, 3.08333
18515, 10, 9, 0, 1, 1, 0.999, 46, 3.53846
18516, 10, 0, 3, 1, 1, 0.999, 46, 3.28571
18517, 9, 9, 2, 1, 1, 0.999, 55, 3.66667
18518, 5, 9, 1, 1, 1, 0.999, 64, 4
18519, 5, 0, 0, 1, 1, 0.999, 64, 3.76471
18520, 9, 9, 3, 1, 1, 0.999, 73, 4.05556
18521, 9, 0, 1, 1, 1, 0.999, 73, 3.84211
18522, 10, 9, 2, 1, 1, 0.999, 82, 4.1
18523, 10, 0, 0, 1, 1, 0.999, 82, 3.90476
18524, 10, 0, 0, 1, 1, 0.999, 82, 3.72727
18525, 10, 0, 0, 1, 1, 0.999, 82, 3.56522
18526, 10, 0, 2, 1, 1, 0.999, 82, 3.41667
18527, 10, 0, 3, 1, 1, 0.999, 82, 3.28
18528, 9, 9, 3, 1, 1, 0.999, 91, 3.5
18529, 9, 0, 1, 1, 1, 0.999, 91, 3.37037
18530, 10, 9, 3, 1, 1, 0.999, 100, 3.57143
18531, 9, 9, 3, 1, 1, 0.999, 109, 3.75862
18532, 9, 0, 0, 1, 1, 0.999, 109, 3.63333
18533, 9, 0, 2, 1, 1, 0.999, 109, 3.51613
18534, 5, 9, 2, 1, 1, 0.999, 118, 3.6875
18535, 7, 9, 3, 1, 1, 0.999, 127, 3.84848
18536, 7, 0, 1, 1, 1, 0.999, 127, 3.73529
18537, 7, 0, 2, 1, 1, 0.999, 127, 3.62857
18538, 7, 0, 1, 1, 1, 0.999, 127, 3.52778
18539, 7, 0, 0, 1, 1, 0.999, 127, 3.43243
18540, 5, 9, 3, 1, 1, 0.999, 136, 3.57895
18541, 5, 0, 1, 1, 1, 0.999, 136, 3.48718
18542, 5, 0, 3, 1, 1, 0.999, 136, 3.4
18543, 5, 0, 3, 1, 1, 0.999, 136, 3.31707
18544, 5, 0, 1, 1, 1, 0.999, 136, 3.2381
18545, 5, 0, 2, 1, 1, 0.999, 136, 3.16279
18546, 7, 9, 1, 1, 1, 0.999, 145, 3.29545
18547, 7, 0, 2, 1, 1, 0.999, 145, 3.22222
18548, 7, 0, 2, 1, 1, 0.999, 145, 3.15217
18549, 7, 0, 0, 1, 1, 0.999, 145, 3.08511
18550, 5, 9, 3, 1, 1, 0.999, 154, 3.20833
18551, 5, 0, 3, 1, 1, 0.999, 154, 3.14286
18552, 5, 0, 0, 1, 1, 0.999, 154, 3.08
18553, 9, 9, 0, 1, 1, 0.999, 163, 3.19608
18554, 9, 0, 3, 1, 1, 0.999, 163, 3.13462
18555, 9, 0, 2, 1, 1, 0.999, 163, 3.07547
18556, 5, 9, 1, 1, 1, 0.999, 172, 3.18519
18557, 5, 0, 0, 1, 1, 0.999, 172, 3.12727
18558, 9, 9, 3, 1, 1, 0.999, 181, 3.23214
18559, 9, 0, 0, 1, 1, 0.999, 181, 3.17544
18560, 9, 0, 3, 1, 1, 0.999, 181, 3.12069
18561, 9, 0, 0, 1, 1, 0.999, 181, 3.0678
18562, 9, 0, 3, 1, 1, 0.999, 181, 3.01667
18563, 9, 0, 3, 1, 1, 0.999, 181, 2.96721
18564, 9, 0, 3, 1, 1, 0.999, 181, 2.91935
18565, 9, 0, 2, 1, 1, 0.999, 181, 2.87302
18566, 5, 9, 2, 1, 1, 0.999, 190, 2.96875
18567, 7, 9, 2, 1, 1, 0.999, 199, 3.06154
18568, 7, 0, 2, 1, 1, 0.999, 199, 3.01515
18569, 7, 0, 3, 1, 1, 0.999, 199, 2.97015
18570, 7, 0, 3, 1, 1, 0.999, 199, 2.92647
18571, 7, 0, 0, 1, 1, 0.999, 199, 2.88406
18572, 5, 9, 0, 1, 1, 0.999, 208, 2.97143
18573, 9, 9, 1, 1, 1, 0.999, 217, 3.05634
18574, 10, 9, 0, 1, 1, 0.999, 226, 3.13889
18575, 10, 0, 0, 1, 1, 0.999, 226, 3.09589
18576, 10, 0, 3, 1, 1, 0.999, 226, 3.05405
18577, 9, 9, 0, 1, 1, 0.999, 235, 3.13333
18578, 9, 0, 3, 1, 1, 0.999, 235, 3.09211
18579, 9, 0, 0, 1, 1, 0.999, 235, 3.05195
18580, 9, 0, 2, 1, 1, 0.999, 235, 3.01282
18581, 5, 9, 0, 1, 1, 0.999, 244, 3.08861
18582, 9, 9, 0, 1, 1, 0.999, 253, 3.1625
18583, 9, 0, 3, 1, 1, 0.999, 253, 3.12346
18584, 9, 0, 1, 1, 1, 0.999, 253, 3.08537
18585, 10, 9, 0, 1, 1, 0.999, 262, 3.15663
18586, 10, 0, 0, 1, 1, 0.999, 262, 3.11905
18587, 10, 0, 1, 1, 1, 0.999, 262, 3.08235
18588, 8, 9, 0, 1, 1, 0.999, 271, 3.15116
18589, 8, 0, 1, 1, 1, 0.999, 271, 3.11494
18590, 10, 9, 0, 1, 1, 0.999, 280, 3.18182
18591, 10, 0, 0, 1, 1, 0.999, 280, 3.14607
18592, 10, 0, 2, 1, 1, 0.999, 280, 3.11111
18593, 10, 0, 2, 1, 1, 0.999, 280, 3.07692
18594, 10, 0, 0, 1, 1, 0.999, 280, 3.04348
18595, 10, 0, 0, 1, 1, 0.999, 280, 3.01075
18596, 10, 0, 0, 1, 1, 0.999, 280, 2.97872
18597, 10, 0, 3, 1, 1, 0.999, 280, 2.94737
18598, 8, 9, 0, 1, 1, 0.999, 289, 3.01042
18599, 8, 0, 3, 1, 1, 0.999, 289, 2.97938
18600, 10, 9, 2, 1, 1, 0.999, 298, 3.04082
18601, 10, 0, 2, 1, 1, 0.999, 298, 3.0101
18602, 10, 0, 3, 1, 1, 0.999, 298, 2.98
18603, 9, 9, 3, 1, 1, 0.999, 307, 3.0396
18604, 9, 0, 1, 1, 1, 0.999, 307, 3.0098
18605, 10, 9, 0, 1, 1, 0.999, 316, 3.06796
18606, 10, 0, 2, 1, 1, 0.999, 316, 3.03846
18607, 10, 0, 1, 1, 1, 0.999, 316, 3.00952
18608, 8, 9, 0, 1, 1, 0.999, 325, 3.06604
18609, 8, 0, 2, 1, 1, 0.999, 325, 3.03738
18610, 5, 9, 1, 1, 1, 0.999, 334, 3.09259
18611, 5, 0, 3, 1, 1, 0.999, 334, 3.06422
18612, 5, 0, 0, 1, 1, 0.999, 334, 3.03636
18613, 8, 9, 2, 1, 1, 0.999, 343, 3.09009
18614, 5, 9, 1, 1, 1, 0.999, 352, 3.14286
18615, 5, 0, 1, 1, 1, 0.999, 352, 3.11504
18616, 5, 0, 0, 1, 1, 0.999, 352, 3.08772
18617, 8, 9, 2, 1, 1, 0.999, 361, 3.13913
18618, 5, 9, 2, 1, 1, 0.999, 370, 3.18966
18619, 7, 20, 1, -1, -1, -1, 390, 3.36207
18620, 10, 10, 2, 1, 1, 0.999, 10, 5
18621, 10, 0, 2, 1, 1, 0.999, 10, 3.33333
18622, 10, 0, 1, 1, 1, 0.999, 10, 2.5
18623, 8, 9, 2, 1, 1, 0.999, 19, 3.8
18624, 5, 9, 0, 1, 1, 0.999, 28, 4.66667
18625, 8, 9, 1, 1, 1, 0.999, 37, 5.28571
18626, 10, 9, 3, 1, 1, 0.999, 46, 5.75
18627, 8, 9, 2, 1, 1, 0.999, 55, 6.11111
18628, 5, 9, 0, 1, 1, 0.999, 64, 6.4
18629, 8, 9, 1, 1, 1, 0.999, 73, 6.63636
18630, 10, 9, 2, 1, 1, 0.999, 82, 6.83333
18631, 10, 0, 3, 1, 1, 0.999, 82, 6.30769
18632, 8, 9, 2, 1, 1, 0.999, 91, 6.5
18633, 5, 9, 3, 1, 1, 0.999, 100, 6.66667
18634, 5, 0, 2, 1, 1, 0.999, 100, 6.25
18635, 7, 20, 1, -1, -1, -1, 120, 7.5
18636, 10, 10, 1, 1, 1, 0.999, 10, 5
18637, 8, 9, 1, 1, 1, 0.999, 19, 6.33333
18638, 10, 9, 3, 1, 1, 0.999, 28, 7
18639, 8, 9, 3, 1, 1, 0.999, 37, 7.4
18640, 10, 9, 1, 1, 1, 0.999, 46, 7.66667
18641, 8, 9, 0, 1, 1, 0.999, 55, 7.85714
18642, 8, 0, 3, 1, 1, 0.999, 55, 6.875
18643, 10, 9, 1, 1, 1, 0.999, 64, 7.11111
18644, 8, 9, 2, 1, 1, 0.999, 73, 7.3
18645, 5, 9, 3, 1, 1, 0.999, 82, 7.45455
18646, 5, 0, 3, 1, 1, 0.999, 82, 6.83333
18647, 5, 0, 2, 1, 1, 0.999, 82, 6.30769
18648, 7, 20, 1, -1, -1, -1, 102, 7.84615
18649, 10, 10, 0, 1, 1, 0.999, 10, 5
18650, 10, 0, 1, 1, 1, 0.999, 10, 3.33333
18651, 8, 9, 0, 1, 1, 0.999, 19, 4.75
18652, 8, 0, 1, 1, 1, 0.999, 19, 3.8
18653, 10, 9, 0, 1, 1, 0.999, 28, 4.66667
18654, 10, 0, 1, 1, 1, 0.999, 28, 4
18655, 12, 9, 1, 1, 1, 0.999, 37, 4.625
18656, 12, 0, 0, 1, 1, 0.999, 37, 4.11111
18657, 12, 0, 0, 1, 1, 0.999, 37, 3.7
18658, 12, 0, 2, 1, 1, 0.999, 37, 3.36364
18659, 5, 9, 1, 1, 1, 0.999, 46, 3.83333
18660, 5, 0, 0, 1, 1, 0.999, 46, 3.53846
18661, 12, 9, 1, 1, 1, 0.999, 55, 3.92857
18662, 12, 0, 3, 1, 1, 0.999, 55, 3.66667
18663, 10, 9, 0, 1, 1, 0.999, 64, 4
18664, 10, 0, 3, 1, 1, 0.999, 64, 3.76471
18665, 8, 9, 1, 1, 1, 0.999, 73, 4.05556
18666, 10, 9, 0, 1, 1, 0.999, 82, 4.31579
18667, 10, 0, 0, 1, 1, 0.999, 82, 4.1
18668, 10, 0, 2, 1, 1, 0.999, 82, 3.90476
18669, 10, 0, 0, 1, 1, 0.999, 82, 3.72727
18670, 10, 0, 3, 1, 1, 0.999, 82, 3.56522
18671, 8, 9, 0, 1, 1, 0.999, 91, 3.79167
18672, 8, 0, 0, 1, 1, 0.999, 91, 3.64
18673, 8, 0, 0, 1, 1, 0.999, 91, 3.5
18674, 8, 0, 0, 1, 1, 0.999, 91, 3.37037
18675, 8, 0, 2, 1, 1, 0.999, 91, 3.25
18676, 5, 9, 1, 1, 1, 0.999, 100, 3.44828
18677, 5, 0, 0, 1, 1, 0.999, 100, 3.33333
18678, 8, 9, 3, 1, 1, 0.999, 109, 3.51613
18679, 10, 9, 1, 1, 1, 0.999, 118, 3.6875
18680, 8, 9, 1, 1, 1, 0.999, 127, 3.84848
18681, 10, 9, 3, 1, 1, 0.999, 136, 4
18682, 8, 9, 3, 1, 1, 0.999, 145, 4.14286
18683, 10, 9, 3, 1, 1, 0.999, 154, 4.27778
18684, 9, 9, 3, 1, 1, 0.999, 163, 4.40541
18685, 9, 0, 1, 1, 1, 0.999, 163, 4.28947
18686, 10, 9, 1, 1, 1, 0.999, 172, 4.41026
18687, 8, 9, 1, 1, 1, 0.999, 181, 4.525
18688, 10, 9, 1, 1, 1, 0.999, 190, 4.63415
18689, 12, 9, 0, 1, 1, 0.999, 199, 4.7381
18690, 12, 0, 3, 1, 1, 0.999, 199, 4.62791
18691, 10, 9, 2, 1, 1, 0.999, 208, 4.72727
18692, 10, 0, 1, 1, 1, 0.999, 208, 4.62222
18693, 12, 9, 0, 1, 1, 0.999, 217, 4.71739
18694, 12, 0, 2, 1, 1, 0.999, 217, 4.61702
18695, 5, 9, 3, 1, 1, 0.999, 226, 4.70833
18696, 5, 0, 3, 1, 1, 0.999, 226, 4.61224
18697, 5, 0, 2, 1, 1, 0.999, 226, 4.52
18698, 7, 9, 1, 1, 1, 0.999, 235, 4.60784
18699, 7, 0, 0, 1, 1, 0.999, 235, 4.51923
18700, 5, 9, 1, 1, 1, 0.999, 244, 4.60377
18701, 5, 0, 2, 1, 1, 0.999, 244, 4.51852
18702, 7, 9, 2, 1, 1, 0.999, 253, 4.6
18703, 7, 0, 3, 1, 1, 0.999, 253, 4.51786
18704, 7, 0, 1, 1, 1, 0.999, 253, 4.4386
18705, 7, 0, 1, 1, 1, 0.999, 253, 4.36207
18706, 7, 0, 1, 1, 1, 0.999, 253, 4.28814
18707, 7, 0, 1, 1, 1, 0.999, 253, 4.21667
18708, 7, 0, 1, 1, 1, 0.999, 253, 4.14754
18709, 7, 0, 3, 1, 1, 0.999, 253, 4.08065
18710, 7, 0, 3, 1, 1, 0.999, 253, 4.01587
18711, 7, 0, 3, 1, 1, 0.999, 253, 3.95312
18712, 7, 0, 0, 1, 1, 0.999, 253, 3.89231
18713, 5, 9, 1, 1, 1, 0.999, 262, 3.9697
18714, 5, 0, 3, 1, 1, 0.999, 262, 3.91045
18715, 5, 0, 1, 1, 1, 0.999, 262, 3.85294
18716, 5, 0, 2, 1, 1, 0.999, 262, 3.7971
18717, 7, 9, 2, 1, 1, 0.999, 271, 3.87143
18718, 7, 0, 2, 1, 1, 0.999, 271, 3.8169
18719, 7, 0, 0, 1, 1, 0.999, 271, 3.76389
18720, 5, 9, 1, 1, 1, 0.999, 280, 3.83562
18721, 5, 0, 1, 1, 1, 0.999, 280, 3.78378
18722, 5, 0, 0, 1, 1, 0.999, 280, 3.73333
18723, 12, 9, 1, 1, 1, 0.999, 289, 3.80263
18724, 12, 0, 0, 1, 1, 0.999, 289, 3.75325
18725, 12, 0, 0, 1, 1, 0.999, 289, 3.70513
18726, 12, 0, 2, 1, 1, 0.999, 289, 3.65823
18727, 5, 9, 3, 1, 1, 0.999, 298, 3.725
18728, 5, 0, 1, 1, 1, 0.999, 298, 3.67901
18729, 5, 0, 3, 1, 1, 0.999, 298, 3.63415
18730, 5, 0, 2, 1, 1, 0.999, 298, 3.59036
18731, 7, 9, 0, 1, 1, 0.999, 307, 3.65476
18732, 5, 9, 3, 1, 1, 0.999, 316, 3.71765
18733, 5, 0, 1, 1, 1, 0.999, 316, 3.67442
