cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward
2874, 10, 10, 3, 0, 0, 0.999, 10, 5
2875, 9, 9, 1, 0, 0, 0.999, 19, 6.33333
2876, 10, 9, 1, 0, 0, 0.999, 28, 7
2877, 8, 9, 2, 0, 0, 0.999, 37, 7.4
2878, 5, 9, 2, 0, 0, 0.999, 46, 7.66667
2879, 7, 20, 0, -1, -1, -1, 66, 11
2880, 10, 10, 0, 0, 0, 0.999, 10, 5
2881, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
2882, 8, 9, 2, 0, 0, 0.999, 19, 4.75
2883, 5, 9, 2, 0, 0, 0.999, 28, 5.6
2884, 7, 20, 0, -1, -1, -1, 48, 9.6
2885, 10, 10, 1, 0, 0, 0.999, 10, 5
2886, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
2887, 5, 9, 2, 0, 0, 0.999, 28, 7
2888, 7, 20, 0, -1, -1, -1, 48, 12
2889, 10, 10, 1, 0, 0, 0.999, 10, 5
2890, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
2891, 5, 9, 2, 0, 0, 0.999, 28, 7
2892, 7, 20, 0, -1, -1, -1, 48, 12
2893, 10, 10, 1, 0, 0, 0.999, 10, 5
2894, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
2895, 5, 9, 2, 0, 0, 0.999, 28, 7
2896, 7, 20, 0, -1, -1, -1, 48, 12
2897, 10, 10, 1, 0, 0, 0.999, 10, 5
2898, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
2899, 5, 9, 2, 0, 0, 0.999, 28, 7
2900, 7, 20, 0, -1, -1, -1, 48, 12
2901, 10, 10, 3, 0, 0, 0.999, 10, 5
2902, 9, 9, 1, 0, 0, 0.999, 19, 6.33333
2903, 10, 9, 0, 0, 0, 0.999, 28, 7
2904, 10, 0, 3, 0, 0, 0.999, 28, 5.6
2905, 9, 9, 1, 0, 0, 0.999, 37, 6.16667
2906, 10, 9, 3, 0, 0, 0.999, 46, 6.57143
2907, 9, 9, 2, 0, 0, 0.999, 55, 6.875
2908, 5, 9, 2, 0, 0, 0.999, 64, 7.11111
2909, 7, 9, 0, 0, 0, 0.999, 73, 7.3
2910, 5, 9, 0, 0, 0, 0.999, 82, 7.45455
2911, 9, 9, 1, 0, 0, 0.999, 91, 7.58333
2912, 10, 9, 1, 0, 0, 0.999, 100, 7.69231
2913, 8, 9, 1, 0, 0, 0.999, 109, 7.78571
2914, 10, 9, 3, 0, 0, 0.999, 118, 7.86667
2915, 8, 9, 2, 0, 0, 0.999, 127, 7.9375
2916, 5, 9, 2, 0, 0, 0.999, 136, 8
2917, 7, 20, 0, -1, -1, -1, 156, 9.17647
2918, 10, 10, 2, 0, 0, 0.999, 10, 5
2919, 10, 0, 3, 0, 0, 0.999, 10, 3.33333
2920, 9, 9, 1, 0, 0, 0.999, 19, 4.75
2921, 10, 9, 1, 0, 0, 0.999, 28, 5.6
2922, 8, 9, 2, 0, 0, 0.999, 37, 6.16667
2923, 5, 9, 2, 0, 0, 0.999, 46, 6.57143
2924, 7, 20, 0, -1, -1, -1, 66, 9.42857
2925, 10, 10, 1, 0, 0, 0.999, 10, 5
2926, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
2927, 5, 9, 2, 0, 0, 0.999, 28, 7
2928, 7, 20, 0, -1, -1, -1, 48, 12
2929, 10, 10, 1, 0, 0, 0.999, 10, 5
2930, 8, 9, 1, 0, 0, 0.999, 19, 6.33333
2931, 10, 9, 3, 0, 0, 0.999, 28, 7
2932, 8, 9, 2, 0, 0, 0.999, 37, 7.4
2933, 5, 9, 2, 0, 0, 0.999, 46, 7.66667
2934, 7, 20, 0, -1, -1, -1, 66, 11
2935, 10, 10, 1, 0, 0, 0.999, 10, 5
2936, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
2937, 5, 9, 2, 0, 0, 0.999, 28, 7
2938, 7, 20, 0, -1, -1, -1, 48, 12
2939, 10, 10, 2, 0, 0, 0.999, 10, 5
2940, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
2941, 8, 9, 0, 0, 0, 0.999, 19, 4.75
2942, 8, 0, 2, 0, 0, 0.999, 19, 3.8
2943, 5, 9, 2, 0, 0, 0.999, 28, 4.66667
2944, 7, 20, 0, -1, -1, -1, 48, 8
2945, 10, 10, 1, 0, 0, 0.999, 10, 5
2946, 8, 9, 0, 0, 0, 0.999, 19, 6.33333
2947, 8, 0, 0, 0, 0, 0.999, 19, 4.75
2948, 8, 0, 2, 0, 0, 0.999, 19, 3.8
2949, 5, 9, 2, 0, 0, 0.999, 28, 4.66667
2950, 7, 20, 0, -1, -1, -1, 48, 8
2951, 10, 10, 0, 0, 0, 0.999, 10, 5
2952, 10, 0, 3, 0, 0, 0.999, 10, 3.33333
2953, 9, 9, 2, 0, 0, 0.999, 19, 4.75
2954, 5, 9, 1, 0, 0, 0.999, 28, 5.6
2955, 5, 0, 0, 0, 0, 0.999, 28, 4.66667
2956, 9, 9, 2, 0, 0, 0.999, 37, 5.28571
2957, 5, 9, 3, 0, 0, 0.999, 46, 5.75
2958, 5, 0, 0, 0, 0, 0.999, 46, 5.11111
2959, 9, 9, 1, 0, 0, 0.999, 55, 5.5
2960, 10, 9, 1, 0, 0, 0.999, 64, 5.81818
2961, 8, 9, 2, 0, 0, 0.999, 73, 6.08333
2962, 5, 9, 2, 0, 0, 0.999, 82, 6.30769
2963, 7, 20, 0, -1, -1, -1, 102, 7.84615
2964, 10, 10, 3, 0, 0, 0.999, 10, 5
2965, 9, 9, 2, 0, 0, 0.999, 19, 6.33333
2966, 5, 9, 3, 0, 0, 0.999, 28, 7
2967, 5, 0, 2, 0, 0, 0.999, 28, 5.6
2968, 7, 9, 1, 0, 0, 0.999, 37, 6.16667
2969, 7, 0, 0, 0, 0, 0.999, 37, 5.28571
2970, 5, 9, 0, 0, 0, 0.999, 46, 5.75
2971, 9, 9, 2, 0, 0, 0.999, 55, 6.11111
2972, 5, 9, 1, 0, 0, 0.999, 64, 6.4
2973, 5, 0, 1, 0, 0, 0.999, 64, 5.81818
2974, 5, 0, 1, 0, 0, 0.999, 64, 5.33333
2975, 5, 0, 2, 0, 0, 0.999, 64, 4.92308
2976, 7, 9, 0, 0, 0, 0.999, 73, 5.21429
2977, 5, 9, 0, 0, 0, 0.999, 82, 5.46667
2978, 9, 9, 3, 0, 0, 0.999, 91, 5.6875
2979, 9, 0, 1, 0, 0, 0.999, 91, 5.35294
2980, 10, 9, 1, 0, 0, 0.999, 100, 5.55556
2981, 8, 9, 2, 0, 0, 0.999, 109, 5.73684
2982, 5, 9, 2, 0, 0, 0.999, 118, 5.9
2983, 7, 20, 0, -1, -1, -1, 138, 6.9
2984, 10, 10, 2, 0, 0, 0.999, 10, 5
2985, 10, 0, 3, 0, 0, 0.999, 10, 3.33333
2986, 9, 9, 1, 0, 0, 0.999, 19, 4.75
2987, 10, 9, 1, 0, 0, 0.999, 28, 5.6
2988, 8, 9, 1, 0, 0, 0.999, 37, 6.16667
2989, 10, 9, 1, 0, 0, 0.999, 46, 6.57143
2990, 12, 9, 0, 0, 0, 0.999, 55, 6.875
2991, 12, 0, 0, 0, 0, 0.999, 55, 6.11111
2992, 12, 0, 0, 0, 0, 0.999, 55, 5.5
2993, 12, 0, 2, 0, 0, 0.999, 55, 5
2994, 5, 9, 0, 0, 0, 0.999, 64, 5.33333
2995, 12, 9, 0, 0, 0, 0.999, 73, 5.61538
2996, 12, 0, 1, 0, 0, 0.999, 73, 5.21429
2997, 12, 0, 1, 0, 0, 0.999, 73, 4.86667
2998, 12, 0, 3, 0, 0, 0.999, 73, 4.5625
2999, 10, 9, 3, 0, 0, 0.999, 82, 4.82353
3000, 8, 9, 0, 1, 1, 0.999, 91, 5.05556
3001, 8, 0, 2, 1, 1, 0.999, 91, 4.78947
3002, 5, 9, 3, 1, 1, 0.999, 100, 5
3003, 5, 0, 2, 1, 1, 0.999, 100, 4.7619
3004, 7, 20, 1, -1, -1, -1, 120, 5.71429
3005, 10, 10, 2, 1, 1, 0.999, 10, 5
3006, 10, 0, 1, 1, 1, 0.999, 10, 3.33333
3007, 8, 9, 2, 1, 1, 0.999, 19, 4.75
3008, 5, 9, 3, 1, 1, 0.999, 28, 5.6
3009, 5, 0, 3, 1, 1, 0.999, 28, 4.66667
3010, 5, 0, 2, 1, 1, 0.999, 28, 4
3011, 7, 20, 1, -1, -1, -1, 48, 6.85714
3012, 10, 10, 0, 1, 1, 0.999, 10, 5
3013, 10, 0, 1, 1, 1, 0.999, 10, 3.33333
3014, 8, 9, 2, 1, 1, 0.999, 19, 4.75
3015, 5, 9, 2, 1, 1, 0.999, 28, 5.6
3016, 7, 20, 1, -1, -1, -1, 48, 9.6
3017, 10, 10, 1, 1, 1, 0.999, 10, 5
3018, 8, 9, 2, 1, 1, 0.999, 19, 6.33333
3019, 5, 9, 3, 1, 1, 0.999, 28, 7
3020, 5, 0, 1, 1, 1, 0.999, 28, 5.6
3021, 5, 0, 0, 1, 1, 0.999, 28, 4.66667
3022, 8, 9, 1, 1, 1, 0.999, 37, 5.28571
3023, 10, 9, 0, 1, 1, 0.999, 46, 5.75
3024, 10, 0, 1, 1, 1, 0.999, 46, 5.11111
3025, 12, 9, 1, 1, 1, 0.999, 55, 5.5
3026, 12, 0, 0, 1, 1, 0.999, 55, 5
3027, 12, 0, 3, 1, 1, 0.999, 55, 4.58333
3028, 10, 9, 0, 1, 1, 0.999, 64, 4.92308
3029, 10, 0, 0, 1, 1, 0.999, 64, 4.57143
3030, 10, 0, 0, 1, 1, 0.999, 64, 4.26667
3031, 10, 0, 3, 1, 1, 0.999, 64, 4
3032, 8, 9, 3, 1, 1, 0.999, 73, 4.29412
3033, 10, 9, 0, 1, 1, 0.999, 82, 4.55556
3034, 10, 0, 2, 1, 1, 0.999, 82, 4.31579
3035, 10, 0, 2, 1, 1, 0.999, 82, 4.1
3036, 10, 0, 2, 1, 1, 0.999, 82, 3.90476
3037, 10, 0, 2, 1, 1, 0.999, 82, 3.72727
3038, 10, 0, 1, 1, 1, 0.999, 82, 3.56522
3039, 8, 9, 1, 1, 1, 0.999, 91, 3.79167
3040, 10, 9, 1, 1, 1, 0.999, 100, 4
3041, 12, 9, 2, 1, 1, 0.999, 109, 4.19231
3042, 5, 9, 2, 1, 1, 0.999, 118, 4.37037
3043, 7, 9, 0, 1, 1, 0.999, 127, 4.53571
3044, 5, 9, 1, 1, 1, 0.999, 136, 4.68966
3045, 5, 0, 1, 1, 1, 0.999, 136, 4.53333
3046, 5, 0, 2, 1, 1, 0.999, 136, 4.3871
3047, 7, 9, 1, 1, 1, 0.999, 145, 4.53125
3048, 7, 0, 0, 1, 1, 0.999, 145, 4.39394
3049, 5, 9, 3, 1, 1, 0.999, 154, 4.52941
3050, 5, 0, 1, 1, 1, 0.999, 154, 4.4
3051, 5, 0, 1, 1, 1, 0.999, 154, 4.27778
3052, 5, 0, 0, 1, 1, 0.999, 154, 4.16216
3053, 12, 9, 3, 1, 1, 0.999, 163, 4.28947
3054, 10, 9, 2, 1, 1, 0.999, 172, 4.41026
3055, 10, 0, 0, 1, 1, 0.999, 172, 4.3
3056, 10, 0, 3, 1, 1, 0.999, 172, 4.19512
3057, 8, 9, 0, 1, 1, 0.999, 181, 4.30952
3058, 8, 0, 0, 1, 1, 0.999, 181, 4.2093
3059, 8, 0, 1, 1, 1, 0.999, 181, 4.11364
3060, 10, 9, 1, 1, 1, 0.999, 190, 4.22222
3061, 12, 9, 0, 1, 1, 0.999, 199, 4.32609
3062, 12, 0, 2, 1, 1, 0.999, 199, 4.23404
3063, 5, 9, 2, 1, 1, 0.999, 208, 4.33333
3064, 7, 9, 2, 1, 1, 0.999, 217, 4.42857
3065, 7, 0, 1, 1, 1, 0.999, 217, 4.34
3066, 7, 0, 3, 1, 1, 0.999, 217, 4.2549
3067, 7, 0, 0, 1, 1, 0.999, 217, 4.17308
3068, 5, 9, 2, 1, 1, 0.999, 226, 4.26415
3069, 7, 9, 0, 1, 1, 0.999, 235, 4.35185
3070, 5, 9, 0, 1, 1, 0.999, 244, 4.43636
3071, 12, 9, 3, 1, 1, 0.999, 253, 4.51786
3072, 10, 9, 3, 1, 1, 0.999, 262, 4.59649
3073, 8, 9, 2, 1, 1, 0.999, 271, 4.67241
3074, 5, 9, 0, 1, 1, 0.999, 280, 4.74576
3075, 8, 9, 1, 1, 1, 0.999, 289, 4.81667
3076, 10, 9, 1, 1, 1, 0.999, 298, 4.88525
3077, 12, 9, 2, 1, 1, 0.999, 307, 4.95161
3078, 5, 9, 2, 1, 1, 0.999, 316, 5.01587
3079, 7, 9, 1, 1, 1, 0.999, 325, 5.07812
3080, 7, 0, 1, 1, 1, 0.999, 325, 5
3081, 7, 0, 1, 1, 1, 0.999, 325, 4.92424
3082, 7, 0, 1, 1, 1, 0.999, 325, 4.85075
3083, 7, 0, 3, 1, 1, 0.999, 325, 4.77941
3084, 7, 0, 0, 1, 1, 0.999, 325, 4.71014
3085, 5, 9, 3, 1, 1, 0.999, 334, 4.77143
3086, 5, 0, 0, 1, 1, 0.999, 334, 4.70423
3087, 12, 9, 1, 1, 1, 0.999, 343, 4.76389
3088, 12, 0, 1, 1, 1, 0.999, 343, 4.69863
3089, 12, 0, 3, 1, 1, 0.999, 343, 4.63514
3090, 10, 9, 2, 1, 1, 0.999, 352, 4.69333
3091, 10, 0, 0, 1, 1, 0.999, 352, 4.63158
3092, 10, 0, 2, 1, 1, 0.999, 352, 4.57143
3093, 10, 0, 2, 1, 1, 0.999, 352, 4.51282
3094, 10, 0, 2, 1, 1, 0.999, 352, 4.4557
3095, 10, 0, 1, 1, 1, 0.999, 352, 4.4
3096, 12, 9, 2, 1, 1, 0.999, 361, 4.45679
3097, 5, 9, 0, 1, 1, 0.999, 370, 4.5122
3098, 12, 9, 3, 1, 1, 0.999, 379, 4.56627
3099, 10, 9, 2, 1, 1, 0.999, 388, 4.61905
3100, 10, 0, 3, 1, 1, 0.999, 388, 4.56471
3101, 8, 9, 1, 1, 1, 0.999, 397, 4.61628
3102, 10, 9, 3, 1, 1, 0.999, 406, 4.66667
3103, 8, 9, 3, 1, 1, 0.999, 415, 4.71591
3104, 10, 9, 1, 1, 1, 0.999, 424, 4.76404
3105, 8, 9, 2, 1, 1, 0.999, 433, 4.81111
3106, 5, 9, 3, 1, 1, 0.999, 442, 4.85714
3107, 5, 0, 2, 1, 1, 0.999, 442, 4.80435
3108, 7, 20, 1, -1, -1, -1, 462, 5.02174
3109, 10, 10, 0, 1, 1, 0.999, 10, 5
3110, 10, 0, 1, 1, 1, 0.999, 10, 3.33333
3111, 8, 9, 3, 1, 1, 0.999, 19, 4.75
3112, 10, 9, 2, 1, 1, 0.999, 28, 5.6
3113, 10, 0, 1, 1, 1, 0.999, 28, 4.66667
3114, 8, 9, 0, 1, 1, 0.999, 37, 5.28571
3115, 8, 0, 1, 1, 1, 0.999, 37, 4.625
3116, 10, 9, 1, 1, 1, 0.999, 46, 5.11111
3117, 12, 9, 3, 1, 1, 0.999, 55, 5.5
3118, 10, 9, 1, 1, 1, 0.999, 64, 5.81818
3119, 12, 9, 0, 1, 1, 0.999, 73, 6.08333
3120, 12, 0, 3, 1, 1, 0.999, 73, 5.61538
3121, 10, 9, 3, 1, 1, 0.999, 82, 5.85714
3122, 8, 9, 0, 1, 1, 0.999, 91, 6.06667
3123, 8, 0, 0, 1, 1, 0.999, 91, 5.6875
3124, 8, 0, 3, 1, 1, 0.999, 91, 5.35294
3125, 10, 9, 2, 1, 1, 0.999, 100, 5.55556
3126, 10, 0, 3, 1, 1, 0.999, 100, 5.26316
3127, 9, 9, 3, 1, 1, 0.999, 109, 5.45
3128, 9, 0, 3, 1, 1, 0.999, 109, 5.19048
3129, 9, 0, 3, 1, 1, 0.999, 109, 4.95455
3130, 9, 0, 2, 1, 1, 0.999, 109, 4.73913
3131, 5, 9, 2, 1, 1, 0.999, 118, 4.91667
3132, 7, 9, 1, 1, 1, 0.999, 127, 5.08
3133, 7, 0, 1, 1, 1, 0.999, 127, 4.88462
3134, 7, 0, 0, 1, 1, 0.999, 127, 4.7037
3135, 5, 9, 3, 1, 1, 0.999, 136, 4.85714
3136, 5, 0, 2, 1, 1, 0.999, 136, 4.68966
3137, 7, 9, 0, 1, 1, 0.999, 145, 4.83333
3138, 5, 9, 0, 1, 1, 0.999, 154, 4.96774
3139, 9, 9, 0, 1, 1, 0.999, 163, 5.09375
3140, 9, 0, 1, 1, 1, 0.999, 163, 4.93939
3141, 10, 9, 3, 1, 1, 0.999, 172, 5.05882
3142, 9, 9, 3, 1, 1, 0.999, 181, 5.17143
3143, 9, 0, 1, 1, 1, 0.999, 181, 5.02778
3144, 10, 9, 0, 1, 1, 0.999, 190, 5.13514
3145, 10, 0, 2, 1, 1, 0.999, 190, 5
3146, 10, 0, 0, 1, 1, 0.999, 190, 4.87179
3147, 10, 0, 1, 1, 1, 0.999, 190, 4.75
3148, 8, 9, 1, 1, 1, 0.999, 199, 4.85366
3149, 10, 9, 0, 1, 1, 0.999, 208, 4.95238
3150, 10, 0, 3, 1, 1, 0.999, 208, 4.83721
3151, 8, 9, 0, 1, 1, 0.999, 217, 4.93182
3152, 8, 0, 1, 1, 1, 0.999, 217, 4.82222
3153, 10, 9, 3, 1, 1, 0.999, 226, 4.91304
3154, 8, 9, 1, 1, 1, 0.999, 235, 5
3155, 10, 9, 0, 1, 1, 0.999, 244, 5.08333
3156, 10, 0, 1, 1, 1, 0.999, 244, 4.97959
3157, 12, 9, 2, 1, 1, 0.999, 253, 5.06
3158, 5, 9, 3, 1, 1, 0.999, 262, 5.13725
3159, 5, 0, 3, 1, 1, 0.999, 262, 5.03846
3160, 5, 0, 3, 1, 1, 0.999, 262, 4.9434
3161, 5, 0, 1, 1, 1, 0.999, 262, 4.85185
3162, 5, 0, 1, 1, 1, 0.999, 262, 4.76364
3163, 5, 0, 2, 1, 1, 0.999, 262, 4.67857
3164, 7, 9, 0, 1, 1, 0.999, 271, 4.75439
3165, 5, 9, 0, 1, 1, 0.999, 280, 4.82759
3166, 12, 9, 2, 1, 1, 0.999, 289, 4.89831
3167, 5, 9, 0, 1, 1, 0.999, 298, 4.96667
3168, 12, 9, 1, 1, 1, 0.999, 307, 5.03279
3169, 12, 0, 1, 1, 1, 0.999, 307, 4.95161
3170, 12, 0, 2, 1, 1, 0.999, 307, 4.87302
3171, 5, 9, 1, 1, 1, 0.999, 316, 4.9375
3172, 5, 0, 1, 1, 1, 0.999, 316, 4.86154
3173, 5, 0, 3, 1, 1, 0.999, 316, 4.78788
3174, 5, 0, 3, 1, 1, 0.999, 316, 4.71642
3175, 5, 0, 3, 1, 1, 0.999, 316, 4.64706
3176, 5, 0, 3, 1, 1, 0.999, 316, 4.57971
3177, 5, 0, 3, 1, 1, 0.999, 316, 4.51429
3178, 5, 0, 2, 1, 1, 0.999, 316, 4.4507
3179, 7, 9, 3, 1, 1, 0.999, 325, 4.51389
3180, 7, 0, 3, 1, 1, 0.999, 325, 4.45205
3181, 7, 0, 1, 1, 1, 0.999, 325, 4.39189
3182, 7, 0, 3, 1, 1, 0.999, 325, 4.33333
3183, 7, 0, 1, 1, 1, 0.999, 325, 4.27632
3184, 7, 0, 0, 1, 1, 0.999, 325, 4.22078
3185, 5, 9, 0, 1, 1, 0.999, 334, 4.28205
3186, 12, 9, 3, 1, 1, 0.999, 343, 4.34177
3187, 10, 9, 1, 1, 1, 0.999, 352, 4.4
3188, 12, 9, 1, 1, 1, 0.999, 361, 4.45679
3189, 12, 0, 1, 1, 1, 0.999, 361, 4.40244
3190, 12, 0, 3, 1, 1, 0.999, 361, 4.3494
3191, 10, 9, 0, 1, 1, 0.999, 370, 4.40476
3192, 10, 0, 1, 1, 1, 0.999, 370, 4.35294
3193, 12, 9, 3, 1, 1, 0.999, 379, 4.40698
3194, 10, 9, 0, 1, 1, 0.999, 388, 4.45977
3195, 10, 0, 2, 1, 1, 0.999, 388, 4.40909
3196, 10, 0, 1, 1, 1, 0.999, 388, 4.35955
3197, 12, 9, 1, 1, 1, 0.999, 397, 4.41111
3198, 12, 0, 1, 1, 1, 0.999, 397, 4.36264
3199, 12, 0, 2, 1, 1, 0.999, 397, 4.31522
3200, 5, 9, 0, 1, 1, 0.999, 406, 4.36559
3201, 12, 9, 0, 1, 1, 0.999, 415, 4.41489
3202, 12, 0, 3, 1, 1, 0.999, 415, 4.36842
3203, 10, 9, 0, 1, 1, 0.999, 424, 4.41667
3204, 10, 0, 3, 1, 1, 0.999, 424, 4.37113
3205, 8, 9, 2, 1, 1, 0.999, 433, 4.41837
3206, 5, 9, 3, 1, 1, 0.999, 442, 4.46465
3207, 5, 0, 1, 1, 1, 0.999, 442, 4.42
3208, 5, 0, 1, 1, 1, 0.999, 442, 4.37624
3209, 5, 0, 0, 1, 1, 0.999, 442, 4.33333
3210, 8, 9, 3, 1, 1, 0.999, 451, 4.37864
3211, 10, 9, 0, 1, 1, 0.999, 460, 4.42308
3212, 10, 0, 3, 1, 1, 0.999, 460, 4.38095
3213, 9, 9, 2, 1, 1, 0.999, 469, 4.42453
3214, 5, 9, 3, 1, 1, 0.999, 478, 4.46729
3215, 5, 0, 2, 1, 1, 0.999, 478, 4.42593
3216, 7, 9, 2, 1, 1, 0.999, 487, 4.46789
3217, 7, 0, 3, 1, 1, 0.999, 487, 4.42727
3218, 7, 0, 1, 1, 1, 0.999, 487, 4.38739
3219, 7, 0, 2, 1, 1, 0.999, 487, 4.34821
3220, 7, 0, 1, 1, 1, 0.999, 487, 4.30973
3221, 7, 0, 2, 1, 1, 0.999, 487, 4.27193
3222, 7, 0, 2, 1, 1, 0.999, 487, 4.23478
3223, 7, 0, 1, 1, 1, 0.999, 487, 4.19828
3224, 7, 0, 1, 1, 1, 0.999, 487, 4.16239
3225, 7, 0, 0, 1, 1, 0.999, 487, 4.12712
3226, 5, 9, 0, 1, 1, 0.999, 496, 4.16807
3227, 9, 9, 1, 1, 1, 0.999, 505, 4.20833
3228, 10, 9, 2, 1, 1, 0.999, 514, 4.24793
3229, 10, 0, 0, 1, 1, 0.999, 514, 4.21311
3230, 10, 0, 3, 1, 1, 0.999, 514, 4.17886
3231, 9, 9, 1, 1, 1, 0.999, 523, 4.21774
3232, 10, 9, 1, 1, 1, 0.999, 532, 4.256
3233, 8, 9, 3, 1, 1, 0.999, 541, 4.29365
3234, 10, 9, 0, 1, 1, 0.999, 550, 4.33071
3235, 10, 0, 2, 1, 1, 0.999, 550, 4.29688
3236, 10, 0, 2, 1, 1, 0.999, 550, 4.26357
3237, 10, 0, 2, 1, 1, 0.999, 550, 4.23077
3238, 10, 0, 1, 1, 1, 0.999, 550, 4.19847
3239, 8, 9, 0, 1, 1, 0.999, 559, 4.23485
3240, 8, 0, 0, 1, 1, 0.999, 559, 4.20301
3241, 8, 0, 2, 1, 1, 0.999, 559, 4.17164
3242, 5, 9, 1, 1, 1, 0.999, 568, 4.20741
3243, 5, 0, 0, 1, 1, 0.999, 568, 4.17647
3244, 8, 9, 3, 1, 1, 0.999, 577, 4.21168
3245, 10, 9, 2, 1, 1, 0.999, 586, 4.24638
3246, 10, 0, 3, 1, 1, 0.999, 586, 4.21583
3247, 9, 9, 0, 1, 1, 0.999, 595, 4.25
3248, 9, 0, 0, 1, 1, 0.999, 595, 4.21986
3249, 9, 0, 3, 1, 1, 0.999, 595, 4.19014
3250, 9, 0, 1, 1, 1, 0.999, 595, 4.16084
3251, 10, 9, 1, 1, 1, 0.999, 604, 4.19444
3252, 8, 9, 2, 1, 1, 0.999, 613, 4.22759
3253, 5, 9, 3, 1, 1, 0.999, 622, 4.26027
3254, 5, 0, 2, 1, 1, 0.999, 622, 4.23129
3255, 7, 20, 1, -1, -1, -1, 642, 4.36735
3256, 10, 10, 1, 1, 1, 0.999, 10, 5
3257, 8, 9, 0, 1, 1, 0.999, 19, 6.33333
3258, 8, 0, 0, 1, 1, 0.999, 19, 4.75
3259, 8, 0, 0, 1, 1, 0.999, 19, 3.8
3260, 8, 0, 1, 1, 1, 0.999, 19, 3.16667
3261, 10, 9, 1, 1, 1, 0.999, 28, 4
3262, 12, 9, 2, 1, 1, 0.999, 37, 4.625
3263, 5, 9, 3, 1, 1, 0.999, 46, 5.11111
3264, 5, 0, 0, 1, 1, 0.999, 46, 4.6
3265, 12, 9, 2, 1, 1, 0.999, 55, 5
3266, 5, 9, 3, 1, 1, 0.999, 64, 5.33333
3267, 5, 0, 1, 1, 1, 0.999, 64, 4.92308
3268, 5, 0, 2, 1, 1, 0.999, 64, 4.57143
3269, 7, 9, 0, 1, 1, 0.999, 73, 4.86667
3270, 5, 9, 3, 1, 1, 0.999, 82, 5.125
3271, 5, 0, 1, 1, 1, 0.999, 82, 4.82353
3272, 5, 0, 1, 1, 1, 0.999, 82, 4.55556
3273, 5, 0, 0, 1, 1, 0.999, 82, 4.31579
3274, 12, 9, 3, 1, 1, 0.999, 91, 4.55
3275, 10, 9, 2, 1, 1, 0.999, 100, 4.7619
3276, 10, 0, 0, 1, 1, 0.999, 100, 4.54545
3277, 10, 0, 0, 1, 1, 0.999, 100, 4.34783
3278, 10, 0, 3, 1, 1, 0.999, 100, 4.16667
3279, 8, 9, 1, 1, 1, 0.999, 109, 4.36
3280, 10, 9, 2, 1, 1, 0.999, 118, 4.53846
3281, 10, 0, 3, 1, 1, 0.999, 118, 4.37037
3282, 8, 9, 3, 1, 1, 0.999, 127, 4.53571
3283, 10, 9, 1, 1, 1, 0.999, 136, 4.68966
3284, 8, 9, 3, 1, 1, 0.999, 145, 4.83333
3285, 10, 9, 0, 1, 1, 0.999, 154, 4.96774
3286, 10, 0, 0, 1, 1, 0.999, 154, 4.8125
3287, 10, 0, 3, 1, 1, 0.999, 154, 4.66667
3288, 9, 9, 3, 1, 1, 0.999, 163, 4.79412
3289, 9, 0, 3, 1, 1, 0.999, 163, 4.65714
3290, 9, 0, 0, 1, 1, 0.999, 163, 4.52778
3291, 9, 0, 2, 1, 1, 0.999, 163, 4.40541
3292, 5, 9, 0, 1, 1, 0.999, 172, 4.52632
3293, 9, 9, 2, 1, 1, 0.999, 181, 4.64103
3294, 5, 9, 1, 1, 1, 0.999, 190, 4.75
3295, 5, 0, 2, 1, 1, 0.999, 190, 4.63415
3296, 7, 9, 0, 1, 1, 0.999, 199, 4.7381
3297, 5, 9, 0, 1, 1, 0.999, 208, 4.83721
3298, 9, 9, 1, 1, 1, 0.999, 217, 4.93182
3299, 10, 9, 1, 1, 1, 0.999, 226, 5.02222
3300, 8, 9, 3, 1, 1, 0.999, 235, 5.1087
3301, 10, 9, 3, 1, 1, 0.999, 244, 5.19149
3302, 9, 9, 3, 1, 1, 0.999, 253, 5.27083
3303, 9, 0, 1, 1, 1, 0.999, 253, 5.16327
3304, 10, 9, 2, 1, 1, 0.999, 262, 5.24
3305, 10, 0, 0, 1, 1, 0.999, 262, 5.13725
3306, 10, 0, 1, 1, 1, 0.999, 262, 5.03846
3307, 8, 9, 2, 1, 1, 0.999, 271, 5.11321
3308, 5, 9, 1, 1, 1, 0.999, 280, 5.18519
3309, 5, 0, 0, 1, 1, 0.999, 280, 5.09091
3310, 8, 9, 0, 1, 1, 0.999, 289, 5.16071
3311, 8, 0, 2, 1, 1, 0.999, 289, 5.07018
3312, 5, 9, 0, 1, 1, 0.999, 298, 5.13793
3313, 8, 9, 0, 1, 1, 0.999, 307, 5.20339
3314, 8, 0, 0, 1, 1, 0.999, 307, 5.11667
3315, 8, 0, 2, 1, 1, 0.999, 307, 5.03279
3316, 5, 9, 3, 1, 1, 0.999, 316, 5.09677
3317, 5, 0, 3, 1, 1, 0.999, 316, 5.01587
